,name,team,position,xP,cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
486,Moussa Niakhaté,NFO,DEF,1.5,45,25,1163,0,0,2,22,0,0,0,1,0,0,0,141,183.4,15.6,61.0,26.0,14,0.66,0.15,0.81,23.87
487,Lewis O'Brien,NFO,MID,1.1,50,22,578,1,0,1,14,0,0,0,2,0,0,0,88,107.8,56.4,47.0,21.1,6,0.34,0.19,0.53,14.13
488,Braian Ojeda Rodríguez,NFO,MID,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
489,Jonathan Panzo,NFO,DEF,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
490,Omar Richards,NFO,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
491,Gustavo Henrique Furtado Scarpa,NFO,MID,0.5,45,5,177,0,0,0,1,0,0,0,1,0,0,0,16,15.0,17.3,25.0,5.7,2,0.23,0.04,0.27,2.87
492,Jonjo Shelvey,NFO,MID,1.1,50,16,573,0,0,1,11,0,0,0,2,0,0,0,67,55.6,102.1,11.0,16.3,6,0.19,0.66,0.85,11.62
493,Sam Surridge,NFO,FWD,0.0,45,26,306,1,0,0,5,0,0,0,2,0,0,3,61,61.4,16.2,92.0,15.9,1,1.71,0.02,1.73,8.60
494,Harry Toffolo,NFO,DEF,1.5,45,30,933,0,0,2,17,0,0,0,2,0,0,1,134,153.0,93.6,67.0,31.2,9,0.28,0.93,1.21,19.73
495,Hwang Ui-jo,NFO,FWD,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
496,Neco Williams,NFO,DEF,1.5,45,54,1872,1,1,4,41,0,0,0,7,0,0,1,284,372.2,257.3,209.0,84.0,20,1.24,1.22,2.46,39.55
497,Chris Wood,NFO,FWD,0.9,50,53,807,3,0,4,9,0,0,0,0,0,0,7,163,145.2,82.1,169.0,39.3,9,2.71,0.37,3.08,11.80
498,Joe Worrall,NFO,DEF,1.5,45,61,2215,1,0,5,44,0,0,0,6,0,0,2,366,502.2,66.6,111.0,67.5,21,0.85,0.55,1.40,44.46
499,Ryan Yates,NFO,MID,1.1,50,53,1833,0,3,5,36,0,0,0,5,0,0,0,177,215.0,103.3,233.0,54.5,21,1.99,0.43,2.42,29.34
500,Olu Aina,NFO,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
501,Anel Ahmedhodžić,SHU,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
502,Jordan Amissah,SHU,GKP,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
503,George Baldock,SHU,DEF,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
504,Chris Basham,SHU,DEF,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
505,Sander Berge,SHU,MID,1.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
506,Jayden Bogle,SHU,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
507,Rhian Brewster,SHU,FWD,0.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
508,Ismaila Coulibaly,SHU,MID,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
509,Adam Davies,SHU,GKP,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
510,John Egan,SHU,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
511,John Fleck,SHU,MID,1.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
512,Wes Foderingham,SHU,GKP,1.8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
513,Daniel Jebbison,SHU,FWD,0.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
514,Max Lowe,SHU,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
515,Oliver McBurnie,SHU,FWD,1.3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
516,Iliman Ndiaye,SHU,FWD,1.3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
517,Rhys Norrington-Davies,SHU,DEF,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
518,Oliver Norwood,SHU,MID,1.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
519,Ben Osborn,SHU,MID,1.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
520,William Osula,SHU,FWD,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
521,Jack Robinson,SHU,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
522,Anis Slimane,SHU,MID,1.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
523,Yasser Larouci,SHU,DEF,1.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
524,Bénie Traoré,SHU,FWD,1.3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
525,Brandon Austin,TOT,GKP,1.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
526,Rodrigo Bentancur,TOT,MID,0.0,55,71,1501,5,2,6,24,0,0,0,8,0,0,7,342,489.6,180.2,236.0,90.7,17,2.26,0.68,2.94,19.71
527,Yves Bissouma,TOT,MID,1.6,50,27,998,0,0,1,20,0,0,0,6,0,0,0,176,129.8,137.0,24.0,29.0,10,0.17,0.37,0.54,13.91
528,Bryan Gil Salvatierra,TOT,MID,1.6,50,9,146,0,1,1,1,0,0,0,1,0,0,0,22,30.4,27.5,27.0,8.5,2,0.10,0.08,0.18,0.90
529,Ben Davies,TOT,DEF,2.0,45,99,2284,2,3,9,33,0,0,0,4,0,0,3,470,434.0,291.8,172.0,89.9,26,1.01,1.47,2.48,26.59
530,Eric Dier,TOT,DEF,2.0,45,96,2816,2,1,9,52,0,0,0,3,0,0,5,569,653.2,112.3,235.0,100.1,31,1.76,0.55,2.31,43.12
531,Emerson Leite de Souza Junior,TOT,DEF,2.0,45,86,1729,2,2,7,27,0,0,0,2,1,0,9,402,403.6,181.6,234.0,82.1,20,1.61,0.97,2.58,22.24
532,Fraser Forster,TOT,GKP,1.0,40,40,1215,0,0,3,24,0,1,0,1,0,32,1,222,267.8,0.0,0.0,26.9,13,0.00,0.00,0.00,19.21
533,Pierre-Emile Højbjerg,TOT,MID,2.0,55,120,3131,4,5,10,57,0,0,0,5,0,0,10,629,758.0,501.7,237.0,150.0,35,2.02,3.13,5.15,45.05
534,Harry Kane,TOT,FWD,3.6,125,263,3406,30,9,11,62,0,0,1,6,0,0,48,1008,1342.0,759.6,1760.0,386.3,38,20.95,4.01,24.96,49.11
535,Dejan Kulusevski,TOT,MID,2.5,70,96,2062,2,7,8,40,0,0,0,2,0,0,5,310,410.8,639.4,514.0,156.0,23,2.68,4.76,7.44,30.15
536,Hugo Lloris,TOT,GKP,3.2,50,89,2205,0,0,7,39,1,0,0,0,0,79,12,456,540.0,0.0,0.0,54.0,25,0.00,0.00,0.00,30.16
537,Giovani Lo Celso,TOT,MID,1.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
538,James Maddison,TOT,MID,2.6,75,135,2479,10,9,4,54,0,0,1,10,0,0,9,520,802.4,984.9,805.0,259.7,28,8.50,5.53,14.03,47.16
539,Tanguy Ndombélé Alvaro,TOT,MID,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
540,Pedro Porro,TOT,DEF,2.3,50,59,1132,3,3,2,26,0,0,0,0,0,0,5,253,330.4,403.7,175.0,90.9,13,1.81,2.29,4.10,19.42
541,Ivan Perišić,TOT,DEF,2.3,50,94,2099,1,8,6,44,0,0,0,6,0,0,6,430,517.8,732.8,394.0,164.2,23,2.48,5.23,7.71,33.91
542,Sergio Reguilón,TOT,DEF,2.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
543,Richarlison de Andrade,TOT,MID,2.5,70,54,995,1,5,3,18,0,0,0,3,0,0,2,165,209.8,221.5,435.0,86.3,12,3.43,1.46,4.89,14.99
544,Joe Rodon,TOT,DEF,1.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
545,Cristian Romero,TOT,DEF,2.0,45,66,2363,0,2,8,41,0,0,0,9,1,0,3,447,546.2,136.2,91.0,77.3,26,1.50,1.02,2.52,34.11
546,Davinson Sánchez,TOT,DEF,2.0,45,28,848,0,0,2,17,0,0,0,1,0,0,1,166,213.8,40.0,56.0,31.0,8,0.65,0.20,0.85,12.76
547,Pape Matar Sarr,TOT,MID,1.0,45,14,211,0,1,0,11,0,0,0,1,0,0,0,60,55.4,26.8,4.0,8.6,2,0.06,0.03,0.09,5.80
548,Ryan Sessegnon,TOT,DEF,0.5,45,35,805,2,1,1,15,0,0,0,4,0,0,0,121,148.6,103.0,290.0,54.3,9,1.64,1.10,2.74,10.48
549,Oliver Skipp,TOT,MID,1.6,50,43,1489,1,0,4,28,0,0,0,7,0,0,1,199,222.4,157.5,52.0,43.4,18,0.29,0.41,0.70,22.65
550,Son Heung-min,TOT,MID,3.0,90,152,2886,10,6,9,55,0,0,0,2,0,0,8,471,732.6,852.0,919.0,250.2,33,9.80,4.56,14.36,42.74
551,Djed Spence,TOT,DEF,1.0,40,4,5,0,0,0,0,0,0,0,0,0,0,0,10,0.2,1.3,20.0,2.2,0,0.06,0.00,0.06,0.47
552,Japhet Tanganga,TOT,DEF,1.0,40,4,145,0,0,0,5,0,0,0,0,0,0,0,32,27.6,6.2,0.0,3.3,2,0.00,0.01,0.01,3.69
553,Destiny Udogie,TOT,DEF,2.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
554,Guglielmo Vicario,TOT,GKP,3.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
555,Alfie Whiteman,TOT,GKP,1.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
556,Manor Solomon,TOT,MID,2.0,55,44,560,4,0,0,11,0,0,0,0,0,0,1,156,219.0,97.6,117.0,43.4,4,1.21,0.78,1.99,12.18
557,Nayef Aguerd,WHU,DEF,2.0,45,58,1594,2,0,5,28,0,0,0,4,0,0,5,320,428.2,67.9,118.0,61.4,17,2.23,0.23,2.46,28.42
558,Michail Antonio,WHU,FWD,2.1,60,84,1822,5,3,5,29,0,0,0,2,0,0,4,222,305.8,209.0,579.0,109.1,21,6.69,0.58,7.27,29.47
559,Alphonse Areola,WHU,GKP,1.0,40,7,307,0,0,0,7,0,0,0,0,0,9,0,42,69.4,0.0,0.0,6.8,2,0.00,0.00,0.00,7.63
560,Saïd Benrahma,WHU,MID,2.2,60,106,2059,6,3,6,32,0,0,0,0,0,0,5,360,517.4,640.4,669.0,182.7,22,7.04,3.28,10.32,32.76
561,Jarrod Bowen,WHU,MID,2.5,70,145,3232,6,9,9,50,0,0,1,2,0,0,9,431,630.2,686.4,1099.0,241.8,36,9.38,6.00,15.38,47.84
562,Maxwel Cornet,WHU,MID,2.0,55,14,232,0,0,0,5,0,0,0,0,0,0,0,22,27.8,30.7,71.0,12.5,2,1.26,0.12,1.38,4.77
563,Vladimír Coufal,WHU,DEF,2.0,45,58,2135,0,2,4,35,0,0,0,5,0,0,2,327,389.0,371.2,58.0,82.1,24,0.28,1.71,1.99,30.46
564,Conor Coventry,WHU,MID,1.0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
565,Aaron Cresswell,WHU,DEF,2.0,45,74,2235,0,1,6,32,0,0,0,3,0,0,8,439,421.4,635.3,81.0,114.2,24,0.36,2.85,3.21,32.82
566,Flynn Downes,WHU,MID,1.6,50,27,752,0,0,1,14,0,0,0,2,0,0,0,104,68.2,42.8,51.0,16.0,7,0.43,0.11,0.54,13.53
567,Emerson Palmieri dos Santos,WHU,DEF,2.0,45,39,1317,1,0,2,28,0,0,0,2,0,0,2,209,233.4,204.8,183.0,62.4,16,0.80,0.77,1.57,23.26
568,Lukasz Fabianski,WHU,GKP,2.3,45,127,3111,0,0,9,48,0,1,0,1,0,109,10,622,772.0,0.0,0.0,77.0,36,0.00,0.00,0.00,45.55
569,Pablo Fornals Malla,WHU,MID,1.6,50,71,1493,3,1,1,28,0,0,0,0,0,0,6,282,272.0,317.9,212.0,79.9,17,2.13,2.01,4.14,25.06
570,Danny Ings,WHU,FWD,2.1,60,97,1579,8,2,5,26,0,0,0,4,0,0,13,317,412.2,207.1,620.0,123.7,15,8.43,1.27,9.70,26.29
571,Ben Johnson,WHU,DEF,2.0,45,29,860,0,0,2,13,0,0,0,0,0,0,1,164,161.6,76.8,20.0,25.9,9,0.06,0.40,0.46,15.66
572,Thilo Kehrer,WHU,DEF,2.0,45,67,2229,0,3,5,34,1,0,0,4,0,0,4,362,362.6,127.0,83.0,57.6,25,0.49,0.63,1.12,31.51
573,Divin Mubama,WHU,FWD,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
574,Lucas Tolentino Coelho de Lima,WHU,MID,2.2,60,98,2154,4,5,6,39,0,0,0,5,0,0,8,395,504.4,471.9,474.0,145.4,27,4.39,2.62,7.01,33.84
575,Gianluca Scamacca,WHU,FWD,2.1,60,41,921,3,0,3,12,0,0,0,3,0,0,7,110,151.8,160.7,312.0,62.0,11,2.42,0.51,2.93,11.41
576,Tomáš Souček,WHU,MID,1.6,50,100,2811,2,4,8,42,0,0,0,3,0,0,6,364,565.6,230.1,472.0,127.1,32,4.02,1.03,5.05,43.04
577,Nikola Vlašić,WHU,MID,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
578,Kurt Zouma,WHU,DEF,2.0,45,88,1988,2,1,7,29,0,0,0,0,0,0,8,385,415.0,18.7,239.0,67.4,24,1.96,0.11,2.07,27.88
579,Angelo Ogbonna,WHU,DEF,2.0,45,44,1234,0,0,4,19,0,0,0,0,0,0,4,217,212.8,35.2,24.0,27.4,13,0.26,0.07,0.33,20.42
580,Rayan Aït-Nouri,WOL,DEF,1.5,45,41,1067,1,0,4,18,1,0,0,4,0,0,0,194,200.4,131.1,156.0,48.9,9,1.26,0.84,2.10,18.36
581,Daniel Bentley,WOL,GKP,0.5,40,6,180,0,0,0,3,0,0,0,0,0,11,0,45,70.2,0.0,0.0,7.0,2,0.00,0.00,0.00,4.66
582,Bendegúz Bolla,WOL,DEF,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
583,Hugo Bueno López,WOL,DEF,1.5,45,41,1307,0,1,3,29,0,0,0,1,0,0,3,239,224.0,269.2,76.0,57.2,16,0.17,1.00,1.17,22.62
584,Francisco Jorge Tomás Oliveira,WOL,MID,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
585,Luke Cundle,WOL,MID,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
586,Craig Dawson,WOL,DEF,1.5,45,75,2134,1,1,7,31,0,0,0,6,0,0,7,390,455.6,37.2,145.0,64.0,25,1.53,0.27,1.80,35.83
587,Fábio Silva,WOL,FWD,1.3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
588,Gonçalo Manuel Ganchinho Guedes,WOL,MID,1.5,55,29,703,1,1,2,12,0,0,0,1,0,0,1,85,89.4,139.6,223.0,45.1,8,1.20,0.45,1.65,11.99
589,Joe Hodge,WOL,MID,0.5,45,5,172,0,0,0,5,0,0,0,1,0,0,0,17,14.4,17.4,30.0,6.1,1,0.28,0.05,0.33,4.04
590,Ki-Jana Hoever,WOL,DEF,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
591,Hwang Hee-chan,WOL,MID,1.5,55,60,1117,3,2,3,18,0,0,0,1,0,0,3,156,195.2,150.2,242.0,58.8,12,2.97,0.62,3.59,16.92
592,João Victor Gomes da Silva,WOL,MID,1.1,50,21,649,1,0,2,18,0,0,0,5,0,0,2,84,139.8,74.3,46.0,25.8,7,0.30,0.11,0.41,14.35
593,Jonathan Castro Otto,WOL,DEF,1.5,45,45,1257,1,0,5,21,0,0,0,3,1,0,0,219,233.2,118.2,83.0,43.7,14,0.30,0.83,1.13,18.32
594,Bruno Cavaco Jordão,WOL,MID,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
595,Sasa Kalajdzic,WOL,FWD,0.9,50,1,45,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,9.0,0.7,1,0.27,0.00,0.27,0.62
596,Max Kilman,WOL,DEF,1.5,45,109,3307,0,1,11,56,0,0,0,3,0,0,12,622,742.8,77.6,108.0,93.2,37,1.31,0.50,1.81,56.60
597,Tom King,WOL,GKP,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
598,Mario Lemina,WOL,MID,1.1,50,35,1297,0,1,5,28,0,0,0,2,1,0,0,196,216.4,66.3,36.0,31.8,17,0.25,0.46,0.71,27.88
599,Matheus Luiz Nunes,WOL,MID,1.1,50,80,2467,1,1,11,38,0,0,0,2,1,0,5,338,371.4,406.6,314.0,109.3,30,2.41,1.38,3.79,41.19
600,Pedro Lomba Neto,WOL,MID,1.5,55,37,962,0,2,5,15,0,0,0,1,0,0,0,124,96.8,309.5,203.0,60.9,13,1.12,1.64,2.76,14.34
601,Daniel Castelo Podence,WOL,MID,1.5,55,92,1760,6,1,6,31,0,0,0,5,0,0,10,249,376.0,512.8,580.0,146.8,20,3.88,2.19,6.07,28.24
602,José Malheiro de Sá,WOL,GKP,2.7,50,148,3240,0,0,11,55,0,2,0,2,0,108,18,683,862.2,0.0,0.0,86.4,36,0.00,0.00,0.00,54.63
603,Pablo Sarabia,WOL,MID,1.1,50,27,764,1,0,3,9,0,0,0,3,0,0,3,57,92.0,184.7,157.0,43.0,9,2.99,0.89,3.88,13.37
604,Matija Šarkić,WOL,GKP,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
605,Nélson Cabral Semedo,WOL,DEF,1.5,45,75,2633,0,1,8,43,0,0,0,11,1,0,5,424,455.0,229.4,88.0,76.8,31,0.53,0.91,1.44,50.02
606,Toti António Gomes,WOL,DEF,1.5,45,43,978,1,0,4,14,0,0,0,6,0,0,4,201,230.0,74.5,69.0,37.4,10,0.35,0.23,0.58,20.87
607,Boubacar Traoré,WOL,MID,0.5,45,14,405,0,1,0,9,0,0,0,2,0,0,0,44,54.4,16.9,7.0,7.9,4,0.07,0.06,0.13,7.62
608,Matheus Santos Carneiro Da Cunha,WOL,FWD,1.3,55,39,961,2,0,5,12,0,0,0,1,0,0,6,122,143.0,95.1,217.0,45.1,12,1.72,0.17,1.89,16.76
609,Matt Doherty,WOL,DEF,1.5,45,35,663,1,0,3,9,0,0,0,0,0,0,2,147,147.0,110.5,146.0,40.3,7,0.74,0.27,1.01,8.61
